sq_mt_built,n_rooms,n_bathrooms,floor,has_central_heating,has_ac,has_fitted_wardrobes,is_exterior,has_terrace,has_balcony,has_storage_room,District,Neighborhood,Avg_price_distr,Avg_price_neigh,has_sum,rent_price_area,Neigh_cluster,house_type_id_HouseType 2: Casa o chalet,rent_price,predictions_tuned_Xgb,residuals_tuned_Xgb_abs,residuals_tuned_Xgb,resid_percent_Xgb,resid_percent_Xgb_abs
40,1.0,1,6,0,1,0,0,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,21.25,7,0,850.0,900,50.0,-50.0,-5.882352941176471,5.882352941176471
80,2.0,1,6,0,1,1,0,0,0,0, Barrio de Salamanca , Lista ,2079,1715,3,15.0,7,0,1200.0,1317,117.0,-117.0,-9.75,9.75
60,2.0,1,3,0,1,1,1,0,0,0, Chamartín , Prosperidad ,1950,1203,3,15.0,5,0,900.0,1038,138.0,-138.0,-15.333333333333334,15.333333333333334
240,5.0,3,7,1,1,1,1,0,0,1, Tetuán , Cuzco-Castillejos ,1190,1341,4,12.5,6,0,3000.0,2832,168.0,168.0,5.6,5.6
85,2.0,2,0,1,0,1,1,0,0,0, Chamartín , Nueva España ,1950,2310,2,12.941176470588234,6,0,1100.0,1433,333.0,-333.0,-30.272727272727273,30.272727272727273
55,1.0,1,2,0,1,1,1,0,0,0, Centro , Palacio ,1355,1370,2,14.909090909090908,6,0,820.0,1097,277.0,-277.0,-33.78048780487805,33.78048780487805
114,3.0,2,6,1,1,0,1,0,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,2,15.789473684210524,6,0,1800.0,1911,111.0,-111.0,-6.166666666666667,6.166666666666667
95,3.0,1,3,0,0,0,1,0,0,0, Chamberí , Gaztambide ,1671,1448,1,11.052631578947368,6,0,1050.0,1507,457.0,-457.0,-43.523809523809526,43.523809523809526
90,2.0,2,0,1,1,1,1,1,0,0, Barrio de Salamanca , Goya ,2079,1759,6,20.555555555555557,7,0,1850.0,1798,52.0,52.0,2.810810810810811,2.810810810810811
60,3.0,1,3,0,1,0,0,0,0,0, Moratalaz , Marroquina ,956,937,1,12.5,2,0,750.0,802,52.0,-52.0,-6.933333333333334,6.933333333333334
70,2.0,1,3,1,0,0,0,0,0,0, Chamberí , Arapiles ,1671,1325,2,15.0,7,0,1050.0,1224,174.0,-174.0,-16.571428571428573,16.571428571428573
121,2.0,2,3,0,1,1,1,0,1,0, Chamberí , Almagro ,1671,2327,3,20.66115702479339,8,0,2500.0,2549,49.0,-49.0,-1.96,1.96
160,4.0,3,2,0,0,0,1,0,0,1, Moncloa , Valdemarín ,2151,2975,3,14.6875,4,0,2350.0,2114,236.0,236.0,10.042553191489361,10.042553191489361
94,2.0,1,1,0,1,1,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,3,13.72340425531915,6,0,1290.0,1427,137.0,-137.0,-10.62015503875969,10.62015503875969
49,2.0,1,1,0,1,1,0,0,0,0, Barrio de Salamanca , Goya ,2079,1759,3,22.448979591836732,7,0,1100.0,1122,22.0,-22.0,-2.0,2.0
160,5.0,2,2,1,1,1,1,1,1,1, Chamberí , Arapiles ,1671,1325,7,16.1875,7,0,2590.0,2360,230.0,230.0,8.88030888030888,8.88030888030888
110,3.0,1,1,0,0,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,2,12.727272727272727,6,0,1400.0,1773,373.0,-373.0,-26.642857142857142,26.642857142857142
25,1.0,1,1,0,1,1,0,0,0,0, Barrio de Salamanca , Fuente del Berro ,2079,1181,3,32.0,5,0,800.0,702,98.0,98.0,12.25,12.25
60,2.0,2,1,0,0,1,1,0,1,0, Centro , Chueca-Justicia ,1355,1709,2,12.5,8,0,750.0,1363,613.0,-613.0,-81.73333333333333,81.73333333333333
115,2.0,2,2,0,1,1,1,0,1,0, Chamberí , Trafalgar ,1671,1474,5,13.478260869565215,7,0,1550.0,1968,418.0,-418.0,-26.967741935483872,26.967741935483872
161,3.0,2,1,1,1,1,1,0,0,1, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,4,15.527950310559008,6,0,2500.0,2318,182.0,182.0,7.28,7.28
48,1.0,1,1,0,0,1,0,0,0,0, Chamberí , Trafalgar ,1671,1474,2,19.27083333333333,7,0,925.0,883,42.0,42.0,4.54054054054054,4.54054054054054
100,3.0,1,7,0,1,1,1,1,1,0, Centro , Lavapiés-Embajadores ,1355,1106,4,13.0,6,0,1300.0,1871,571.0,-571.0,-43.92307692307692,43.92307692307692
72,2.0,2,1,0,1,1,1,0,0,0, Chamartín , Ciudad Jardín ,1950,1529,2,18.055555555555557,7,0,1300.0,1534,234.0,-234.0,-18.0,18.0
90,2.0,2,3,0,1,1,1,0,1,0, Centro , Malasaña-Universidad ,1355,1313,4,21.11111111111111,7,0,1900.0,1513,387.0,387.0,20.36842105263158,20.36842105263158
140,4.0,2,1,1,1,1,1,0,0,0, Moratalaz , Marroquina ,956,937,3,10.714285714285714,2,0,1500.0,1450,50.0,50.0,3.3333333333333335,3.3333333333333335
33,1.0,1,4,0,1,0,0,0,0,0, Barrio de Salamanca , Lista ,2079,1715,2,31.818181818181817,7,0,1050.0,831,219.0,219.0,20.857142857142858,20.857142857142858
32,1.0,1,5,0,1,0,1,0,0,0, Chamberí , Trafalgar ,1671,1474,1,21.5625,7,0,690.0,825,135.0,-135.0,-19.565217391304348,19.565217391304348
97,2.0,2,5,0,1,1,1,0,0,1, Arganzuela , Legazpi ,1094,1278,6,13.917525773195875,4,0,1350.0,1308,42.0,42.0,3.111111111111111,3.111111111111111
72,3.0,1,7,0,1,0,1,0,1,0, Retiro , Pacífico ,1790,1185,2,16.666666666666668,5,0,1200.0,1198,2.0,2.0,0.16666666666666666,0.16666666666666666
65,1.0,1,2,0,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,3,15.384615384615385,6,0,1000.0,1114,114.0,-114.0,-11.4,11.4
130,2.0,2,4,1,1,1,0,0,0,0, Barrio de Salamanca , Recoletos ,2079,2933,3,21.538461538461537,8,0,2800.0,2795,5.0,5.0,0.17857142857142858,0.17857142857142858
85,1.0,1,4,0,0,1,1,0,1,0, Chamberí , Trafalgar ,1671,1474,3,11.764705882352944,7,0,1000.0,1354,354.0,-354.0,-35.4,35.4
73,2.0,1,5,0,0,0,1,0,0,0, Arganzuela , Delicias ,1094,1116,0,15.054794520547945,5,0,1099.0,1065,34.0,34.0,3.0937215650591448,3.0937215650591448
55,1.0,1,5,1,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,3,21.818181818181817,6,0,1200.0,1021,179.0,179.0,14.916666666666666,14.916666666666666
45,1.0,1,0,0,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,3,20.88888888888889,8,0,940.0,997,57.0,-57.0,-6.0638297872340425,6.0638297872340425
70,3.0,1,4,0,0,0,1,0,0,0, Ciudad Lineal , Ventas ,1263,888,0,10.714285714285714,3,0,750.0,948,198.0,-198.0,-26.4,26.4
138,1.0,1,5,0,1,0,1,1,0,0, Barrio de Salamanca , Lista ,2079,1715,2,14.130434782608695,7,0,1950.0,2605,655.0,-655.0,-33.58974358974359,33.58974358974359
65,2.0,1,1,0,0,0,1,0,0,0, Puente de Vallecas , San Diego ,775,729,0,12.307692307692307,3,0,800.0,756,44.0,44.0,5.5,5.5
50,1.0,1,3,0,1,1,1,0,0,1, Chamartín , Prosperidad ,1950,1203,4,19.6,5,0,980.0,944,36.0,36.0,3.673469387755102,3.673469387755102
100,4.0,1,4,0,1,0,1,0,0,1, Fuencarral , Mirasierra ,1744,2842,4,15.0,2,0,1500.0,1409,91.0,91.0,6.066666666666666,6.066666666666666
70,2.0,1,7,0,1,0,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,1,18.571428571428573,6,0,1300.0,1221,79.0,79.0,6.076923076923077,6.076923076923077
140,4.0,2,4,0,0,1,1,0,0,0, Barajas , Alameda de Osuna ,1082,1309,5,8.928571428571429,1,0,1250.0,1440,190.0,-190.0,-15.2,15.2
40,1.0,1,3,0,0,0,0,0,0,0, Chamberí , Vallehermoso ,1671,1693,1,17.5,6,0,700.0,869,169.0,-169.0,-24.142857142857142,24.142857142857142
37,1.0,1,4,0,0,0,0,0,0,0, Barrio de Salamanca , Recoletos ,2079,2933,0,34.864864864864856,8,0,1290.0,977,313.0,313.0,24.26356589147287,24.26356589147287
65,3.0,1,2,1,1,1,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,24.615384615384613,8,0,1600.0,1381,219.0,219.0,13.6875,13.6875
65,2.0,2,1,0,1,0,1,0,0,0, Ciudad Lineal , Concepción ,1263,1073,2,13.769230769230768,4,0,895.0,1019,124.0,-124.0,-13.854748603351956,13.854748603351956
100,2.0,1,1,0,1,1,1,1,0,1, Chamberí , Gaztambide ,1671,1448,6,18.0,6,0,1800.0,1952,152.0,-152.0,-8.444444444444445,8.444444444444445
35,1.0,1,0,0,0,0,1,0,0,0, Tetuán , Bellas Vistas ,1190,969,1,19.285714285714285,5,0,675.0,658,17.0,17.0,2.5185185185185186,2.5185185185185186
70,1.0,1,2,0,1,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,2,18.571428571428573,6,0,1300.0,1410,110.0,-110.0,-8.461538461538462,8.461538461538462
70,2.0,1,2,0,1,1,1,0,0,1, Puente de Vallecas , Numancia ,775,787,3,11.428571428571427,4,0,800.0,831,31.0,-31.0,-3.875,3.875
47,2.0,1,1,0,0,1,1,1,1,0, Carabanchel , San Isidro ,892,951,3,14.893617021276595,3,0,700.0,764,64.0,-64.0,-9.142857142857142,9.142857142857142
55,1.0,1,3,0,1,1,0,0,0,0, Chamberí , Trafalgar ,1671,1474,2,16.363636363636363,7,0,900.0,1043,143.0,-143.0,-15.88888888888889,15.88888888888889
80,2.0,2,8,0,1,1,1,0,0,0, Chamberí , Vallehermoso ,1671,1693,3,45.5625,6,0,3645.0,2758,887.0,887.0,24.334705075445815,24.334705075445815
72,1.0,1,3,0,1,1,0,0,0,0, Moncloa , Argüelles ,2151,1727,3,15.555555555555555,6,0,1120.0,1271,151.0,-151.0,-13.482142857142858,13.482142857142858
60,1.0,1,3,1,1,1,1,0,0,0, Chamartín , Castilla ,1950,1451,4,18.33333333333333,5,0,1100.0,916,184.0,184.0,16.727272727272727,16.727272727272727
71,3.0,1,7,0,0,0,0,1,0,0, Chamartín , Prosperidad ,1950,1203,2,18.309859154929573,5,0,1300.0,1136,164.0,164.0,12.615384615384615,12.615384615384615
57,1.0,1,4,0,0,0,0,1,0,0, Centro , Malasaña-Universidad ,1355,1313,1,24.561403508771928,7,0,1400.0,941,459.0,459.0,32.785714285714285,32.785714285714285
222,4.0,2,4,1,1,0,1,0,1,0, Centro , Chueca-Justicia ,1355,1709,3,13.288288288288289,8,0,2950.0,3537,587.0,-587.0,-19.89830508474576,19.89830508474576
59,2.0,1,1,0,0,0,1,0,0,0, Latina , Lucero ,992,964,0,14.406779661016948,2,0,850.0,762,88.0,88.0,10.352941176470589,10.352941176470589
60,1.0,1,3,0,1,0,0,1,0,0, Centro , Chueca-Justicia ,1355,1709,2,45.0,8,0,2700.0,1097,1603.0,1603.0,59.370370370370374,59.370370370370374
35,1.0,2,0,0,1,1,1,0,1,0, Tetuán , Ventilla-Almenara ,1190,1189,4,26.857142857142854,5,0,940.0,863,77.0,77.0,8.191489361702128,8.191489361702128
230,4.0,3,3,0,1,1,1,0,1,0, Barrio de Salamanca , Recoletos ,2079,2933,4,20.869565217391305,8,0,4800.0,3917,883.0,883.0,18.395833333333332,18.395833333333332
50,1.0,1,4,1,1,1,1,0,0,0, Ciudad Lineal , Concepción ,1263,1073,3,16.0,4,0,800.0,893,93.0,-93.0,-11.625,11.625
75,1.0,1,1,1,1,1,1,1,1,1, Moncloa , Argüelles ,2151,1727,7,28.0,6,0,2100.0,1448,652.0,652.0,31.047619047619047,31.047619047619047
45,1.0,1,2,0,1,1,0,0,0,0, Centro , Chueca-Justicia ,1355,1709,3,17.777777777777782,8,0,800.0,944,144.0,-144.0,-18.0,18.0
94,3.0,2,3,0,1,1,1,0,0,0, Retiro , Ibiza ,1790,1462,3,21.063829787234038,7,0,1980.0,1681,299.0,299.0,15.1010101010101,15.1010101010101
35,1.0,1,0,0,0,0,0,0,0,0, Tetuán , Bellas Vistas ,1190,969,0,17.142857142857142,5,0,600.0,652,52.0,-52.0,-8.666666666666666,8.666666666666666
130,3.0,1,1,0,0,1,1,0,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,2,11.923076923076925,6,0,1550.0,1652,102.0,-102.0,-6.580645161290323,6.580645161290323
50,1.0,1,7,0,1,1,1,0,0,0, Ciudad Lineal , San Juan Bautista ,1263,2033,5,18.0,4,0,900.0,962,62.0,-62.0,-6.888888888888889,6.888888888888889
73,1.0,1,1,0,1,1,1,1,1,0, Centro , Palacio ,1355,1370,5,16.438356164383563,6,0,1200.0,1365,165.0,-165.0,-13.75,13.75
70,2.0,2,2,0,1,0,1,0,1,0, Centro , Lavapiés-Embajadores ,1355,1106,2,21.714285714285715,6,0,1520.0,1428,92.0,92.0,6.052631578947368,6.052631578947368
75,2.0,1,2,0,0,1,1,1,1,0, Latina , Puerta del Ángel ,992,1047,3,12.0,5,0,900.0,990,90.0,-90.0,-10.0,10.0
80,2.0,1,5,0,1,1,0,1,1,0, Barrio de Salamanca , Recoletos ,2079,2933,5,17.5,8,0,1400.0,1330,70.0,70.0,5.0,5.0
30,1.0,1,1,0,0,0,0,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,0,20.0,6,0,600.0,680,80.0,-80.0,-13.333333333333334,13.333333333333334
151,3.0,2,5,1,1,1,1,1,0,0, Retiro , Estrella ,1790,1413,6,12.251655629139073,4,0,1850.0,1828,22.0,22.0,1.1891891891891893,1.1891891891891893
214,4.0,4,4,0,1,1,1,0,1,0, Centro , Huertas-Cortes ,1355,1450,4,18.457943925233646,7,0,3950.0,3178,772.0,772.0,19.544303797468356,19.544303797468356
50,1.0,1,2,1,1,1,1,1,0,0, Barrio de Salamanca , Guindalera ,2079,1349,4,17.0,6,0,850.0,1060,210.0,-210.0,-24.705882352941178,24.705882352941178
252,5.0,4,5,0,1,1,0,1,0,0, Moncloa , Valdezarza ,2151,1239,3,11.111111111111109,4,1,2800.0,2718,82.0,82.0,2.9285714285714284,2.9285714285714284
144,4.0,2,0,1,0,1,1,0,0,0, Barajas , Alameda de Osuna ,1082,1309,4,8.333333333333334,1,0,1200.0,1533,333.0,-333.0,-27.75,27.75
81,2.0,2,9,0,1,1,1,0,0,0, Carabanchel , Abrantes ,892,838,6,10.987654320987657,1,0,890.0,916,26.0,-26.0,-2.9213483146067416,2.9213483146067416
80,3.0,1,6,0,1,1,1,1,0,1, Fuencarral , Tres Olivos - Valverde ,1744,1286,4,20.625,2,0,1650.0,1001,649.0,649.0,39.333333333333336,39.333333333333336
190,3.0,2,7,0,1,0,1,0,0,1, Barrio de Salamanca , Lista ,2079,1715,2,18.94736842105263,7,0,3600.0,2950,650.0,650.0,18.055555555555557,18.055555555555557
60,1.0,1,1,1,0,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,2,30.0,6,0,1800.0,1055,745.0,745.0,41.388888888888886,41.388888888888886
68,3.0,1,4,0,0,1,0,0,0,1, Centro , Malasaña-Universidad ,1355,1313,3,17.647058823529417,7,0,1200.0,1301,101.0,-101.0,-8.416666666666666,8.416666666666666
57,2.0,1,2,0,0,0,1,0,1,0, Fuencarral , Tres Olivos - Valverde ,1744,1286,2,13.421052631578947,2,0,765.0,810,45.0,-45.0,-5.882352941176471,5.882352941176471
98,3.0,2,2,0,0,0,1,0,0,0, Chamartín , Prosperidad ,1950,1203,0,12.244897959183671,5,0,1200.0,1297,97.0,-97.0,-8.083333333333334,8.083333333333334
54,3.0,1,2,0,0,0,1,0,0,0, Latina , Aluche ,992,920,0,16.11111111111111,1,0,870.0,755,115.0,115.0,13.218390804597702,13.218390804597702
120,3.0,2,1,0,1,1,1,0,0,1, Barajas , Alameda de Osuna ,1082,1309,7,10.833333333333336,1,0,1300.0,1401,101.0,-101.0,-7.769230769230769,7.769230769230769
75,1.0,2,0,1,1,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,3,23.93333333333333,6,0,1795.0,1380,415.0,415.0,23.119777158774372,23.119777158774372
45,1.0,1,4,0,1,1,1,0,0,0, Chamberí , Almagro ,1671,2327,2,54.0,8,0,2430.0,1651,779.0,779.0,32.05761316872428,32.05761316872428
171,4.0,2,5,0,1,1,1,0,0,0, Fuencarral , La Paz ,1744,1615,5,10.526315789473683,2,0,1800.0,2127,327.0,-327.0,-18.166666666666668,18.166666666666668
137,3.0,2,4,0,1,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,3,18.248175182481752,7,0,2500.0,2119,381.0,381.0,15.24,15.24
80,2.0,2,7,0,0,1,1,0,0,0, Arganzuela , Legazpi ,1094,1278,1,15.0,4,0,1200.0,1198,2.0,2.0,0.16666666666666666,0.16666666666666666
75,2.0,1,3,0,1,1,1,1,0,1, Chamartín , Prosperidad ,1950,1203,5,17.333333333333332,5,0,1300.0,1199,101.0,101.0,7.769230769230769,7.769230769230769
180,2.0,3,4,0,1,0,1,1,0,0, Centro , Huertas-Cortes ,1355,1450,3,16.38888888888889,7,0,2950.0,2806,144.0,144.0,4.88135593220339,4.88135593220339
90,2.0,2,1,0,0,1,1,1,0,0, Arganzuela , Acacias ,1094,1044,4,14.444444444444445,5,0,1300.0,1268,32.0,32.0,2.4615384615384617,2.4615384615384617
69,2.0,1,3,0,1,0,1,0,1,0, Centro , Sol ,1355,1312,3,23.18840579710145,6,0,1600.0,1146,454.0,454.0,28.375,28.375
45,2.0,1,0,0,1,1,0,0,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,3,19.11111111111111,6,0,860.0,1010,150.0,-150.0,-17.441860465116278,17.441860465116278
150,2.0,2,3,1,1,1,1,0,1,0, Barrio de Salamanca , Goya ,2079,1759,4,13.3,7,0,1995.0,2151,156.0,-156.0,-7.819548872180451,7.819548872180451
90,1.0,1,3,0,1,1,1,0,0,1, Barrio de Salamanca , Recoletos ,2079,2933,4,20.555555555555557,8,0,1850.0,1757,93.0,93.0,5.027027027027027,5.027027027027027
70,3.0,2,4,0,1,0,1,1,1,0, Centro , Chueca-Justicia ,1355,1709,3,25.714285714285715,8,0,1800.0,2158,358.0,-358.0,-19.88888888888889,19.88888888888889
110,3.0,2,4,0,1,1,1,0,1,0, Barrio de Salamanca , Goya ,2079,1759,4,18.09090909090909,7,0,1990.0,1987,3.0,3.0,0.1507537688442211,0.1507537688442211
60,1.0,1,1,0,1,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,18.33333333333333,7,0,1100.0,1419,319.0,-319.0,-29.0,29.0
48,1.0,1,1,1,0,1,1,0,0,0, Chamberí , Arapiles ,1671,1325,2,15.625,7,0,750.0,902,152.0,-152.0,-20.266666666666666,20.266666666666666
70,2.0,2,1,1,1,1,1,0,0,0, Hortaleza , Palomas ,2693,3010,4,42.857142857142854,5,0,3000.0,1786,1214.0,1214.0,40.46666666666667,40.46666666666667
270,4.0,3,4,1,1,1,1,0,1,0, Chamberí , Almagro ,1671,2327,4,16.666666666666668,8,0,4500.0,3386,1114.0,1114.0,24.755555555555556,24.755555555555556
65,2.0,1,1,0,1,0,1,0,0,0, Villaverde , San Andrés ,843,796,2,12.307692307692307,1,0,800.0,803,3.0,-3.0,-0.375,0.375
70,2.0,1,2,0,1,1,1,1,0,0, Barajas , Casco Histórico de Barajas ,1082,893,4,12.142857142857142,2,0,850.0,847,3.0,3.0,0.35294117647058826,0.35294117647058826
87,2.0,1,3,0,1,1,1,0,0,1, Ciudad Lineal , Pueblo Nuevo ,1263,899,5,9.195402298850574,3,0,800.0,952,152.0,-152.0,-19.0,19.0
57,1.0,1,3,0,1,1,1,0,0,0, San Blas , Rejas ,1071,968,5,13.596491228070176,2,0,775.0,802,27.0,-27.0,-3.4838709677419355,3.4838709677419355
37,1.0,1,1,0,1,1,1,0,0,0, Fuencarral , Pilar ,1744,996,4,17.567567567567572,4,0,650.0,719,69.0,-69.0,-10.615384615384615,10.615384615384615
85,2.0,1,2,1,0,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,14.117647058823529,7,0,1200.0,1439,239.0,-239.0,-19.916666666666668,19.916666666666668
71,2.0,2,1,0,1,1,1,0,1,0, Chamberí , Almagro ,1671,2327,4,16.901408450704224,8,0,1200.0,1896,696.0,-696.0,-58.0,58.0
35,1.0,1,0,0,1,0,0,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,38.57142857142857,7,0,1350.0,883,467.0,467.0,34.592592592592595,34.592592592592595
80,1.0,2,1,0,1,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,28.6875,7,0,2295.0,1904,391.0,391.0,17.037037037037038,17.037037037037038
65,1.0,1,3,1,0,1,1,1,0,0, Tetuán , Cuatro Caminos ,1190,1373,3,13.769230769230768,6,0,895.0,1030,135.0,-135.0,-15.083798882681565,15.083798882681565
35,1.0,1,1,0,0,0,0,0,0,0, Arganzuela , Palos de Moguer ,1094,1075,1,20.0,6,0,700.0,675,25.0,25.0,3.5714285714285716,3.5714285714285716
110,3.0,2,9,0,1,1,1,1,0,0, Chamartín , Prosperidad ,1950,1203,5,13.636363636363635,5,0,1500.0,1628,128.0,-128.0,-8.533333333333333,8.533333333333333
86,3.0,1,0,0,1,1,1,0,0,0, Ciudad Lineal , Colina ,1263,1193,3,11.627906976744184,4,0,1000.0,1085,85.0,-85.0,-8.5,8.5
60,2.0,2,0,0,0,0,1,0,0,0, Latina , Puerta del Ángel ,992,1047,1,18.33333333333333,5,0,1100.0,886,214.0,214.0,19.454545454545453,19.454545454545453
45,1.0,1,5,0,1,1,1,0,0,1, Arganzuela , Legazpi ,1094,1278,4,20.0,4,0,900.0,945,45.0,-45.0,-5.0,5.0
60,1.0,1,6,0,0,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,1,15.833333333333336,6,0,950.0,1065,115.0,-115.0,-12.105263157894736,12.105263157894736
63,1.0,1,9,0,1,1,1,0,0,0, Tetuán , Ventilla-Almenara ,1190,1189,2,18.41269841269841,5,0,1160.0,1039,121.0,121.0,10.431034482758621,10.431034482758621
33,1.0,1,0,0,0,1,0,1,0,0, Barrio de Salamanca , Lista ,2079,1715,2,21.51515151515152,7,0,710.0,857,147.0,-147.0,-20.704225352112676,20.704225352112676
223,4.0,4,5,1,1,1,1,0,0,1, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,4,20.179372197309412,6,0,4500.0,3067,1433.0,1433.0,31.844444444444445,31.844444444444445
110,2.0,2,3,0,1,1,1,0,0,0, Barrio de Salamanca , Recoletos ,2079,2933,3,24.54545454545455,8,0,2700.0,2464,236.0,236.0,8.74074074074074,8.74074074074074
220,4.0,2,7,1,1,1,1,0,0,1, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,4,11.363636363636365,6,0,2500.0,2662,162.0,-162.0,-6.48,6.48
85,2.0,1,2,0,1,0,1,1,0,0, Moncloa , Argüelles ,2151,1727,2,34.94117647058823,6,0,2970.0,1716,1254.0,1254.0,42.22222222222222,42.22222222222222
50,2.0,2,0,0,0,0,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,1,17.8,6,0,890.0,925,35.0,-35.0,-3.932584269662921,3.932584269662921
70,2.0,1,4,0,1,1,0,0,0,0, Centro , Sol ,1355,1312,3,18.571428571428573,6,0,1300.0,1180,120.0,120.0,9.23076923076923,9.23076923076923
55,1.0,1,3,0,0,0,0,0,0,0, Centro , Sol ,1355,1312,0,15.0,6,0,825.0,872,47.0,-47.0,-5.696969696969697,5.696969696969697
35,2.0,1,3,0,0,0,0,0,0,0, Latina , Puerta del Ángel ,992,1047,1,21.428571428571427,5,0,750.0,741,9.0,9.0,1.2,1.2
155,3.0,2,3,0,0,1,1,1,0,0, Moncloa , Aravaca ,2151,2367,4,9.612903225806454,4,0,1490.0,1923,433.0,-433.0,-29.06040268456376,29.06040268456376
155,3.0,2,1,1,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,4,18.70967741935484,7,0,2900.0,2385,515.0,515.0,17.75862068965517,17.75862068965517
88,3.0,1,1,0,0,1,1,0,0,0, Chamberí , Gaztambide ,1671,1448,3,17.045454545454547,6,0,1500.0,1362,138.0,138.0,9.2,9.2
85,3.0,1,3,1,0,0,1,1,0,0, Tetuán , Cuzco-Castillejos ,1190,1341,2,18.823529411764707,6,0,1600.0,1307,293.0,293.0,18.3125,18.3125
104,3.0,2,5,1,1,1,1,1,0,1, Barrio de Salamanca , Fuente del Berro ,2079,1181,6,16.25,5,0,1690.0,1529,161.0,161.0,9.52662721893491,9.52662721893491
75,2.0,1,3,0,1,1,1,0,1,0, Centro , Lavapiés-Embajadores ,1355,1106,3,18.53333333333333,6,0,1390.0,1181,209.0,209.0,15.035971223021583,15.035971223021583
55,2.0,2,3,1,1,1,1,1,0,0, Centro , Malasaña-Universidad ,1355,1313,4,47.27272727272727,7,0,2600.0,1708,892.0,892.0,34.30769230769231,34.30769230769231
50,2.0,1,1,1,0,1,1,1,0,0, Moncloa , Ciudad Universitaria ,2151,2786,3,22.0,5,0,1100.0,1084,16.0,16.0,1.4545454545454546,1.4545454545454546
87,2.0,1,3,0,0,1,1,1,0,0, Latina , Aluche ,992,920,3,10.344827586206897,1,0,900.0,847,53.0,53.0,5.888888888888889,5.888888888888889
70,1.0,1,3,0,1,1,1,0,1,0, Chamberí , Almagro ,1671,2327,5,26.42857142857143,8,0,1850.0,1535,315.0,315.0,17.027027027027028,17.027027027027028
125,2.0,1,3,0,1,1,1,0,0,0, Centro , Huertas-Cortes ,1355,1450,3,15.2,7,0,1900.0,1742,158.0,158.0,8.31578947368421,8.31578947368421
38,1.0,1,4,0,1,1,0,0,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,3,23.684210526315788,6,0,900.0,901,1.0,-1.0,-0.1111111111111111,0.1111111111111111
210,4.0,4,3,1,1,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,3,19.285714285714285,6,0,4050.0,3474,576.0,576.0,14.222222222222221,14.222222222222221
31,2.0,1,3,0,0,1,1,0,0,0, Arganzuela , Chopera ,1094,981,2,27.741935483870968,5,0,860.0,764,96.0,96.0,11.162790697674419,11.162790697674419
140,4.0,3,7,1,0,1,1,1,0,0, Tetuán , Bellas Vistas ,1190,969,3,15.0,5,0,2100.0,1995,105.0,105.0,5.0,5.0
91,3.0,3,0,0,0,0,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,1,14.835164835164836,6,0,1350.0,1570,220.0,-220.0,-16.296296296296298,16.296296296296298
90,3.0,1,7,0,1,1,1,1,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,4,16.555555555555557,6,0,1490.0,1795,305.0,-305.0,-20.469798657718123,20.469798657718123
80,3.0,1,2,0,1,0,1,0,1,0, Puente de Vallecas , San Diego ,775,729,4,11.125,3,0,890.0,925,35.0,-35.0,-3.932584269662921,3.932584269662921
57,2.0,1,5,0,1,0,1,0,0,0, Fuencarral , Pilar ,1744,996,3,14.912280701754383,4,0,850.0,854,4.0,-4.0,-0.47058823529411764,0.47058823529411764
128,2.0,2,1,0,1,1,1,0,1,0, Centro , Sol ,1355,1312,4,15.625,6,0,2000.0,1777,223.0,223.0,11.15,11.15
205,3.0,3,5,0,1,1,1,0,1,0, Chamberí , Almagro ,1671,2327,4,17.073170731707318,8,0,3500.0,3361,139.0,139.0,3.9714285714285715,3.9714285714285715
